iter	Accuracy	MultiClass
1181	1	0.01240618493
1182	1	0.01239369579
1183	1	0.01238116681
1184	1	0.01236119377
1185	1	0.01235235516
1186	1	0.01234165348
1187	1	0.01233966655
1188	1	0.01232698955
1189	1	0.01231633189
1190	1	0.01230912191
1191	1	0.01230373995
1192	1	0.01229462149
1193	1	0.01228533579
1194	1	0.01226901967
1195	1	0.01225439389
1196	1	0.01224558322
1197	1	0.01222674482
1198	1	0.01221451184
1199	1	0.01220216127
1200	1	0.01219040138
1201	1	0.01216004821
1202	1	0.01214967549
1203	1	0.01213609504
1204	1	0.01212770011
1205	1	0.01211594829
1206	1	0.0120968039
1207	1	0.01207966097
1208	1	0.01206658547
1209	1	0.01204116142
1210	1	0.01202814601
1211	1	0.01201241432
1212	1	0.01199426292
1213	1	0.01198508789
1214	1	0.01197340092
1215	1	0.01195661371
1216	1	0.01194059902
1217	1	0.01192748788
1218	1	0.01191618747
1219	1	0.01190380771
1220	1	0.01190380195
1221	1	0.01187893728
1222	1	0.01186289493
1223	1	0.01184130843
1224	1	0.01183193605
1225	1	0.01182324796
1226	1	0.01180651502
1227	1	0.01178956515
1228	1	0.0117691164
1229	1	0.01176119162
1230	1	0.01175206636
1231	1	0.01174311196
1232	1	0.01172003229
1233	1	0.01170912473
1234	1	0.01169808339
1235	1	0.01168798643
1236	1	0.01168135817
1237	1	0.01167058547
1238	1	0.01165510898
1239	1	0.01164239743
1240	1	0.01163738019
1241	1	0.01162291272
1242	1	0.01161592726
1243	1	0.01161041398
1244	1	0.01160178276
1245	1	0.01159623071
1246	1	0.01158073966
1247	1	0.01156762868
1248	1	0.01155332922
1249	1	0.0115415549
1250	1	0.01152704919
1251	1	0.01151360727
1252	1	0.01150329786
1253	1	0.01149155098
1254	1	0.0114783243
1255	1	0.01146944508
1256	1	0.01145878317
1257	1	0.01145132787
1258	1	0.01143849384
1259	1	0.01143054453
1260	1	0.01142255234
1261	1	0.01140769748
1262	1	0.0113960533
1263	1	0.01138858949
1264	1	0.01137378691
1265	1	0.01136739426
1266	1	0.01136140386
1267	1	0.0113531776
1268	1	0.01133743684
1269	1	0.01132675011
1270	1	0.0113202241
1271	1	0.01131053715
1272	1	0.01129938362
1273	1	0.01128867204
1274	1	0.01128246711
1275	1	0.01126856752
1276	1	0.01125476788
1277	1	0.0112450401
1278	1	0.01123895981
1279	1	0.01123242287
1280	1	0.01121903388
1281	1	0.01121074794
1282	1	0.01120454327
1283	1	0.01119483608
1284	1	0.01117397742
1285	1	0.01115958376
1286	1	0.01114807029
1287	1	0.01113554876
1288	1	0.01111999765
1289	1	0.01111249497
1290	1	0.01110314775
1291	1	0.01109037368
1292	1	0.01108052041
1293	1	0.01106654425
1294	1	0.01106366725
1295	1	0.01105171583
1296	1	0.01104309139
1297	1	0.01103944229
1298	1	0.01102437204
1299	1	0.0110112256
1300	1	0.01099616171
1301	1	0.01098421362
1302	1	0.01097038051
1303	1	0.01095332486
1304	1	0.01094486412
1305	1	0.01093364931
1306	1	0.01092930751
1307	1	0.01091696235
1308	1	0.01090830495
1309	1	0.0108853342
1310	1	0.01087466137
1311	1	0.01086485271
1312	1	0.01085375073
1313	1	0.01084405056
1314	1	0.01083213665
1315	1	0.01081916069
1316	1	0.01079985078
1317	1	0.01079108495
1318	1	0.01078141388
1319	1	0.01077067968
1320	1	0.01075497342
1321	1	0.01074914038
1322	1	0.0107348137
1323	1	0.01072489715
1324	1	0.01070469297
1325	1	0.01069733917
1326	1	0.01068919101
1327	1	0.01068072358
1328	1	0.01067065034
1329	1	0.01065704475
1330	1	0.01064563279
1331	1	0.01063171839
1332	1	0.01062065779
1333	1	0.01060872923
1334	1	0.01059583817
1335	1	0.01057897549
1336	1	0.01057824975
1337	1	0.01056722156
1338	1	0.01055395505
1339	1	0.01055043485
1340	1	0.01053957339
1341	1	0.01053407692
1342	1	0.01052177781
1343	1	0.01051237255
1344	1	0.01049950849
1345	1	0.0104920343
1346	1	0.01048304911
1347	1	0.01047395284
1348	1	0.01046454177
1349	1	0.01045522088
1350	1	0.01044075939
1351	1	0.01043579847
1352	1	0.01042056311
1353	1	0.01040985094
1354	1	0.01040418081
1355	1	0.01039389698
1356	1	0.01038010299
1357	1	0.01037004474
1358	1	0.01034582971
1359	1	0.01033612706
1360	1	0.01032560869
1361	1	0.01031460369
1362	1	0.01029350993
1363	1	0.01027929328
1364	1	0.01026703451
1365	1	0.01026699435
1366	1	0.01026695881
1367	1	0.01025727045
1368	1	0.01024702399
1369	1	0.01023799524
1370	1	0.01022929122
1371	1	0.01021975504
1372	1	0.01021808468
1373	1	0.0102089439
1374	1	0.01020476353
1375	1	0.01020114593
1376	1	0.01019006243
1377	1	0.01018222314
1378	1	0.01016886553
1379	1	0.01015800871
1380	1	0.01015291058
1381	1	0.01014489631
1382	1	0.0101356356
1383	1	0.01012993375
1384	1	0.01012318728
1385	1	0.01011541492
1386	1	0.01010851445
1387	1	0.01008937904
1388	1	0.01007629058
1389	1	0.01007261583
1390	1	0.01005918127
1391	1	0.01005005704
1392	1	0.01004210561
1393	1	0.01003763438
1394	1	0.01003340305
1395	1	0.01002649836
1396	1	0.01002092452
1397	1	0.01001201109
1398	1	0.01000956478
1399	1	0.009995286512
1400	1	0.009988705282
1401	1	0.009977306173
1402	1	0.009971592875
1403	1	0.009962552876
1404	1	0.009956305361
1405	1	0.009948666288
1406	1	0.009940323715
1407	1	0.009933374779
1408	1	0.009926272939
1409	1	0.009920691024
1410	1	0.009911202771
1411	1	0.009897911111
1412	1	0.009889715149
1413	1	0.009881915489
1414	1	0.009880879173
1415	1	0.009872178275
1416	1	0.00986521638
1417	1	0.009856661131
1418	1	0.00984377301
1419	1	0.009834869536
1420	1	0.009829395776
1421	1	0.009820129262
1422	1	0.009818814855
1423	1	0.009818624153
1424	1	0.009811871132
1425	1	0.009799639061
1426	1	0.00978866766
1427	1	0.009772968179
1428	1	0.009761856448
1429	1	0.009754010887
1430	1	0.009746561508
1431	1	0.009737234604
1432	1	0.009734626151
1433	1	0.009727490331
1434	1	0.009720515812
1435	1	0.009711645643
1436	1	0.009704148144
1437	1	0.009696855905
1438	1	0.009690166185
1439	1	0.009683848309
1440	1	0.009677138974
1441	1	0.009667965954
1442	1	0.009659115839
1443	1	0.009651708646
1444	1	0.009644377649
1445	1	0.009637925942
1446	1	0.009627372264
1447	1	0.009622688962
1448	1	0.00961277686
1449	1	0.009608528712
1450	1	0.009602801212
1451	1	0.009598546656
1452	1	0.009588274568
1453	1	0.00958766797
1454	1	0.009582008084
1455	1	0.00957415823
1456	1	0.009567905287
1457	1	0.009557825725
1458	1	0.009547737315
1459	1	0.009542896814
1460	1	0.009530755259
1461	1	0.009522959905
1462	1	0.009514642715
1463	1	0.009505884171
1464	1	0.009493738451
1465	1	0.009484825493
1466	1	0.009472672157
1467	1	0.009464647044
1468	1	0.009457414628
1469	1	0.009454251553
1470	1	0.009451006206
1471	1	0.009443599428
1472	1	0.009431261814
1473	1	0.00942617469
1474	1	0.009420807992
1475	1	0.009415295544
1476	1	0.009408965218
1477	1	0.009402782651
1478	1	0.009394309587
1479	1	0.00938536348
1480	1	0.009378008854
1481	1	0.009369227822
1482	1	0.009363932307
1483	1	0.009362082655
1484	1	0.009353584098
1485	1	0.00935106713
1486	1	0.009339117616
1487	1	0.00932956122
1488	1	0.00932232203
1489	1	0.009309847045
1490	1	0.009302108856
1491	1	0.0092881786
1492	1	0.009282292525
1493	1	0.009276445369
1494	1	0.009257031471
1495	1	0.009245861944
1496	1	0.009245838055
1497	1	0.009233648831
1498	1	0.009220615721
1499	1	0.00921456985
1500	1	0.009209203564
1501	1	0.009205714614
1502	1	0.009199213793
1503	1	0.009190835182
1504	1	0.009183808818
1505	1	0.009171327963
1506	1	0.009161073586
1507	1	0.009151513818
1508	1	0.009145379827
1509	1	0.00913975288
1510	1	0.009126887762
1511	1	0.009119542328
1512	1	0.009108470887
1513	1	0.009100398053
1514	1	0.009095988925
1515	1	0.009091332664
1516	1	0.009090017018
1517	1	0.009085085547
1518	1	0.009077369293
1519	1	0.009071405982
1520	1	0.009070966098
1521	1	0.009065872724
1522	1	0.009065872413
1523	1	0.009055162952
1524	1	0.009050983616
1525	1	0.009046452332
1526	1	0.009036424002
1527	1	0.009028828518
1528	1	0.009022304447
1529	1	0.009012405126
1530	1	0.009004381534
1531	1	0.008995241818
1532	1	0.008988329887
1533	1	0.008983048229
1534	1	0.008978197592
1535	1	0.008964407427
1536	1	0.008957855287
1537	1	0.008945106666
1538	1	0.008933599345
1539	1	0.008924641499
1540	1	0.008922514837
1541	1	0.008915816147
1542	1	0.008910031575
1543	1	0.008910021536
1544	1	0.008901037892
1545	1	0.008893671572
1546	1	0.008888979309
1547	1	0.008880705202
1548	1	0.008875954638
1549	1	0.00886842209
1550	1	0.008861635829
1551	1	0.008861388495
1552	1	0.008861376721
1553	1	0.008853820001
1554	1	0.008847855653
1555	1	0.008841336218
1556	1	0.008841335632
1557	1	0.008833096945
1558	1	0.008817619921
1559	1	0.00881393202
1560	1	0.008805808396
1561	1	0.008799318511
1562	1	0.008790841964
1563	1	0.008785015557
1564	1	0.008777468859
1565	1	0.008770138534
1566	1	0.008770131569
1567	1	0.008763560025
1568	1	0.008762304628
1569	1	0.008756220563
1570	1	0.008753378427
1571	1	0.008745207518
1572	1	0.008737733337
1573	1	0.008730471568
1574	1	0.008726763196
1575	1	0.008721336762
1576	1	0.008715555161
1577	1	0.008713562149
1578	1	0.008707704919
1579	1	0.008700539625
1580	1	0.008694878487
1581	1	0.008694204261
1582	1	0.008688661168
1583	1	0.008688654303
1584	1	0.00868356457
1585	1	0.008670486192
1586	1	0.008665904852
1587	1	0.008662866643
1588	1	0.008658483815
1589	1	0.008648030502
1590	1	0.008643467257
1591	1	0.008632765153
1592	1	0.008629264254
1593	1	0.008620377508
1594	1	0.008612061575
1595	1	0.008607800158
1596	1	0.008602613298
1597	1	0.008594551547
1598	1	0.008592048841
1599	1	0.008588230728
1600	1	0.008585167945
1601	1	0.008577095942
1602	1	0.008572164882
1603	1	0.008560420479
1604	1	0.008555495951
1605	1	0.00855197693
1606	1	0.008545229847
1607	1	0.008538652201
1608	1	0.008531203168
1609	1	0.00853023746
1610	1	0.0085257416
1611	1	0.008522398845
1612	1	0.008514832761
1613	1	0.008514820442
1614	1	0.008509034585
1615	1	0.008507848901
1616	1	0.008499437251
1617	1	0.008497061521
1618	1	0.008485940133
1619	1	0.008483053059
1620	1	0.008475831796
1621	1	0.008473225748
1622	1	0.008470550784
1623	1	0.008460871049
1624	1	0.008454678438
1625	1	0.008447547919
1626	1	0.008441406512
1627	1	0.008434094651
1628	1	0.008432216294
1629	1	0.008420660724
1630	1	0.008414466394
1631	1	0.008409949052
1632	1	0.008403691679
1633	1	0.008396993409
1634	1	0.008392295683
1635	1	0.008385342066
1636	1	0.008379022828
1637	1	0.008371833772
1638	1	0.008365818045
1639	1	0.008360254067
1640	1	0.008354775204
1641	1	0.008348439877
1642	1	0.008339364145
1643	1	0.008339353628
1644	1	0.008336359861
1645	1	0.008334258892
1646	1	0.008329155685
1647	1	0.008321529374
1648	1	0.00831750552
1649	1	0.008309509598
1650	1	0.008303818461
1651	1	0.00829979019
1652	1	0.008293240882
1653	1	0.008289126477
1654	1	0.008275728167
1655	1	0.008269261221
1656	1	0.008265343365
1657	1	0.00826061094
1658	1	0.008257431023
1659	1	0.008253527144
1660	1	0.008247739505
1661	1	0.008242773687
1662	1	0.008241863526
1663	1	0.008237501556
1664	1	0.00823169844
1665	1	0.008225052933
1666	1	0.00821697853
1667	1	0.008213871488
1668	1	0.008210222588
1669	1	0.008206521838
1670	1	0.008198566057
1671	1	0.008191901068
1672	1	0.008186911429
1673	1	0.008182320297
1674	1	0.008178984718
1675	1	0.008174295469
1676	1	0.008168110814
1677	1	0.008162359688
1678	1	0.008157496361
1679	1	0.008151129054
1680	1	0.008142038316
1681	1	0.008142038314
1682	1	0.008136263905
1683	1	0.008128236544
1684	1	0.008121735129
1685	1	0.008114229312
1686	1	0.008110069775
1687	1	0.008104514268
1688	1	0.008097902364
1689	1	0.008090056857
1690	1	0.008086796384
1691	1	0.00808133888
1692	1	0.008074672479
1693	1	0.008064753923
1694	1	0.008059797379
1695	1	0.008054734393
1696	1	0.008050626834
1697	1	0.008041675238
1698	1	0.00803752506
1699	1	0.008031583759
1700	1	0.008026672029
1701	1	0.00802420346
1702	1	0.008024199757
1703	1	0.008017742311
1704	1	0.008009066875
1705	1	0.007998854614
1706	1	0.007992043251
1707	1	0.007987746957
1708	1	0.007985266573
1709	1	0.007979686601
1710	1	0.007978687279
1711	1	0.007972915873
1712	1	0.007969483855
1713	1	0.007961256521
1714	1	0.007956294801
1715	1	0.007950987866
1716	1	0.007947029938
1717	1	0.007942900532
1718	1	0.007935414779
1719	1	0.007926843429
1720	1	0.007919794866
1721	1	0.007919781219
1722	1	0.007911776617
1723	1	0.007905275546
1724	1	0.007898156723
1725	1	0.007894480399
1726	1	0.007889370068
1727	1	0.00788790064
1728	1	0.00788219839
1729	1	0.007882197877
1730	1	0.007875804262
1731	1	0.007865605722
1732	1	0.007858517738
1733	1	0.007852078073
1734	1	0.007846548127
1735	1	0.007842926402
1736	1	0.007840425693
1737	1	0.007835043537
1738	1	0.007828732898
1739	1	0.007824631783
1740	1	0.007821227418
1741	1	0.007817845204
1742	1	0.007811935453
1743	1	0.007805564291
1744	1	0.007801193754
1745	1	0.00779803518
1746	1	0.007789844227
1747	1	0.007784779032
1748	1	0.007777673127
1749	1	0.007770730651
1750	1	0.007768458592
1751	1	0.007762330507
1752	1	0.007759361079
1753	1	0.007753927172
1754	1	0.007748862008
1755	1	0.007747669523
1756	1	0.007742240117
1757	1	0.007735631403
1758	1	0.007726421191
1759	1	0.0077222781
1760	1	0.007719550392
1761	1	0.007715017223
1762	1	0.007708953926
1763	1	0.007703218348
1764	1	0.00769774628
1765	1	0.007695898562
1766	1	0.007692501601
1767	1	0.007687214537
1768	1	0.007678342246
1769	1	0.007674066024
1770	1	0.007669893797
1771	1	0.007664424802
1772	1	0.007655580695
1773	1	0.007649851165
1774	1	0.007644876582
1775	1	0.007639866805
1776	1	0.007632930282
1777	1	0.007628645426
1778	1	0.007622512263
1779	1	0.007617292732
1780	1	0.007611242792
1781	1	0.007608343916
1782	1	0.007604749381
1783	1	0.0075995744
1784	1	0.007594699389
1785	1	0.007588371574
1786	1	0.007580247554
1787	1	0.007574915917
1788	1	0.007570654265
1789	1	0.007561616512
1790	1	0.007553764718
1791	1	0.007544494989
1792	1	0.007536884585
1793	1	0.00752976956
1794	1	0.007522343186
1795	1	0.00751682116
1796	1	0.007511324101
1797	1	0.007507536371
1798	1	0.007503205319
1799	1	0.00749937392
1800	1	0.007494222828
1801	1	0.007489764647
1802	1	0.007482692254
1803	1	0.007476924481
1804	1	0.007474047333
1805	1	0.007473431088
1806	1	0.007465261862
1807	1	0.007462582431
1808	1	0.007456333133
1809	1	0.00744972267
1810	1	0.007443290497
1811	1	0.007439203639
1812	1	0.007435589814
1813	1	0.007432131897
1814	1	0.007422303529
1815	1	0.007415708883
1816	1	0.00740960136
1817	1	0.00740575149
1818	1	0.007399401218
1819	1	0.007392435091
1820	1	0.007389036894
1821	1	0.007384838623
1822	1	0.007380408562
1823	1	0.00737568103
1824	1	0.007370741416
1825	1	0.007367592747
1826	1	0.007360893775
1827	1	0.007350561744
1828	1	0.007344697586
1829	1	0.007341971846
1830	1	0.007337649754
1831	1	0.007331170541
1832	1	0.00732722378
1833	1	0.007319667708
1834	1	0.007310321672
1835	1	0.007307694561
1836	1	0.007302813357
1837	1	0.007299893216
1838	1	0.00729563748
1839	1	0.007291541891
1840	1	0.007284236889
1841	1	0.007277312153
1842	1	0.007273505458
1843	1	0.007270311785
1844	1	0.00726310242
1845	1	0.007257293906
1846	1	0.007251986151
1847	1	0.007250883947
1848	1	0.007247114082
1849	1	0.007238454645
1850	1	0.007227409637
1851	1	0.007224910211
1852	1	0.007222115213
1853	1	0.007215425224
1854	1	0.007209607647
1855	1	0.007204242392
1856	1	0.007201052216
1857	1	0.007198823088
1858	1	0.007194126019
1859	1	0.007186546247
1860	1	0.007183396075
1861	1	0.007176842821
1862	1	0.007172422498
1863	1	0.007164858774
1864	1	0.007158116634
1865	1	0.007156746878
1866	1	0.007153035203
1867	1	0.007145849377
1868	1	0.007138872883
1869	1	0.007126125573
1870	1	0.007122141136
1871	1	0.00711769836
1872	1	0.007116776666
1873	1	0.007111267739
1874	1	0.007105320102
1875	1	0.007102367184
1876	1	0.007098998778
1877	1	0.007091708428
1878	1	0.007087086016
1879	1	0.007081029371
1880	1	0.007074634196
1881	1	0.007071795079
1882	1	0.007066490615
1883	1	0.007064286619
1884	1	0.007059611596
1885	1	0.007059598553
1886	1	0.007059210932
1887	1	0.00705153766
1888	1	0.007048006976
1889	1	0.007043477696
1890	1	0.007039482172
1891	1	0.007035976667
1892	1	0.007033295911
1893	1	0.00703123348
1894	1	0.007023356085
1895	1	0.007017561038
1896	1	0.007012214381
1897	1	0.007006827327
1898	1	0.007003428339
1899	1	0.007000114295
1900	1	0.006995095607
1901	1	0.006993832134
1902	1	0.00698897562
1903	1	0.006982094421
1904	1	0.006976818485
1905	1	0.006973022135
1906	1	0.00696827558
1907	1	0.006963824533
1908	1	0.006958850689
1909	1	0.006956149152
1910	1	0.006951522989
1911	1	0.00694890269
1912	1	0.006944071582
1913	1	0.006940679828
1914	1	0.006936713758
1915	1	0.006931742644
1916	1	0.006924859036
1917	1	0.006919979939
1918	1	0.006911186999
1919	1	0.006908966975
1920	1	0.006904952788
1921	1	0.00690300928
1922	1	0.006898834786
1923	1	0.006892145148
1924	1	0.006890424228
1925	1	0.006889091984
1926	1	0.006883758986
1927	1	0.006881876744
1928	1	0.006879736942
1929	1	0.00687734407
1930	1	0.00687148419
1931	1	0.006864228033
1932	1	0.006859226123
1933	1	0.006853434366
1934	1	0.006848108845
1935	1	0.006844415644
1936	1	0.006838104476
1937	1	0.006835421879
1938	1	0.0068312656
1939	1	0.006826931961
1940	1	0.006823018402
1941	1	0.006819108665
1942	1	0.006818266762
1943	1	0.006814779656
1944	1	0.006809817709
1945	1	0.006809813567
1946	1	0.006806660589
1947	1	0.006799844319
1948	1	0.006794246192
1949	1	0.006789904228
1950	1	0.006781478529
1951	1	0.006778418756
1952	1	0.006774200415
1953	1	0.006770381978
1954	1	0.006766896497
1955	1	0.006765165716
1956	1	0.006758394711
1957	1	0.006753850087
1958	1	0.006749138426
1959	1	0.00674564817
1960	1	0.006742749142
1961	1	0.006740138971
1962	1	0.006734943847
1963	1	0.006730768112
1964	1	0.006721325851
1965	1	0.006717883525
1966	1	0.006714045279
1967	1	0.006709911394
1968	1	0.006701958103
1969	1	0.006697000513
1970	1	0.006694863696
1971	1	0.006692147306
1972	1	0.006686770299
1973	1	0.006683945106
1974	1	0.006680820096
1975	1	0.006678691969
1976	1	0.006675822915
1977	1	0.006671457848
1978	1	0.006663794345
1979	1	0.0066587282
1980	1	0.006658714009
1981	1	0.006654134566
1982	1	0.006650596757
1983	1	0.006645185798
1984	1	0.006639401069
1985	1	0.006636221657
1986	1	0.00663270997
1987	1	0.006629150721
1988	1	0.006627007652
1989	1	0.006623281739
1990	1	0.00661918168
1991	1	0.00661527396
1992	1	0.006613276519
1993	1	0.006613271151
1994	1	0.006609744417
1995	1	0.006604891928
1996	1	0.006600239739
1997	1	0.006595668452
1998	1	0.006595659555
1999	1	0.006591338997
2000	1	0.006587940781
2001	1	0.006583304699
2002	1	0.006578406533
2003	1	0.006572078711
2004	1	0.006569190923
2005	1	0.006560354742
2006	1	0.006555151452
2007	1	0.006550133683
2008	1	0.006545574399
2009	1	0.006540165163
2010	1	0.00653723385
2011	1	0.006537222071
2012	1	0.006534262906
2013	1	0.006528097908
2014	1	0.006523493946
2015	1	0.006519031307
2016	1	0.006514076781
2017	1	0.006510496702
2018	1	0.006506518901
2019	1	0.006502655294
2020	1	0.006493760733
2021	1	0.006488609424
2022	1	0.006488604412
2023	1	0.006485508703
2024	1	0.006483936714
2025	1	0.006481809215
2026	1	0.006477476684
2027	1	0.006473200312
2028	1	0.006471053179
2029	1	0.006468095718
2030	1	0.006461680581
2031	1	0.006458932576
2032	1	0.006456339551
2033	1	0.006453637632
2034	1	0.006450260051
2035	1	0.006450259537
2036	1	0.006445898744
2037	1	0.006445402575
2038	1	0.006445196211
2039	1	0.006441881784
2040	1	0.006435691996
2041	1	0.006432388729
2042	1	0.006423996583
2043	1	0.006417864797
2044	1	0.006413915556
2045	1	0.006408185645
2046	1	0.006400582684
2047	1	0.006395721861
2048	1	0.006391499109
2049	1	0.006388611203
2050	1	0.006384021511
2051	1	0.006384015756
2052	1	0.006380650262
2053	1	0.00636996018
2054	1	0.00636706573
2055	1	0.006362275332
2056	1	0.006359975566
2057	1	0.006353840374
2058	1	0.006349502393
2059	1	0.00634428051
2060	1	0.00633756387
2061	1	0.006334498431
2062	1	0.006331930828
2063	1	0.006327696124
2064	1	0.006320585219
2065	1	0.006317264992
2066	1	0.006314306669
2067	1	0.006311359963
2068	1	0.006308098183
2069	1	0.006303633591
2070	1	0.006299714173
2071	1	0.006294508424
2072	1	0.00629192237
2073	1	0.006288532837
2074	1	0.006285549507
2075	1	0.006280439807
2076	1	0.00627834091
2077	1	0.006277153786
2078	1	0.006274803167
2079	1	0.006273363065
2080	1	0.006267661445
2081	1	0.0062656749
2082	1	0.006264363437
2083	1	0.006259450452
2084	1	0.006254448032
2085	1	0.006247725183
2086	1	0.006244138086
2087	1	0.006238397578
2088	1	0.006237083648
2089	1	0.006234113044
2090	1	0.006232429738
2091	1	0.006227832005
2092	1	0.006225184313
2093	1	0.006220494185
2094	1	0.006216924
2095	1	0.006213397822
2096	1	0.006210159368
2097	1	0.006204971874
2098	1	0.006201751589
2099	1	0.006199446618
2100	1	0.006198006432
2101	1	0.006193192288
2102	1	0.006190112299
2103	1	0.006187836598
2104	1	0.006180575746
2105	1	0.006175912085
2106	1	0.006172424305
2107	1	0.006170378085
2108	1	0.00616908734
2109	1	0.006166703299
2110	1	0.006166201489
2111	1	0.006161288518
2112	1	0.006157547182
2113	1	0.006152577174
2114	1	0.00615257698
2115	1	0.006149533187
2116	1	0.006145491855
2117	1	0.006142544178
2118	1	0.006138879626
2119	1	0.006136919931
2120	1	0.006135377542
2121	1	0.0061342879
2122	1	0.006129347518
2123	1	0.006126796486
2124	1	0.006122806115
2125	1	0.006118639077
2126	1	0.006115168337
2127	1	0.006112554521
2128	1	0.006108248817
2129	1	0.006104276739
2130	1	0.006100024459
2131	1	0.006096330795
2132	1	0.006095484127
2133	1	0.006090682951
2134	1	0.006089489453
2135	1	0.006086319378
2136	1	0.006082088618
2137	1	0.00607950308
2138	1	0.00607521026
2139	1	0.006072204169
2140	1	0.006068939526
2141	1	0.006064673204
2142	1	0.006059802133
2143	1	0.006057254721
2144	1	0.006054738266
2145	1	0.006051709583
2146	1	0.00604808238
2147	1	0.006043552931
2148	1	0.006040292808
2149	1	0.006038069774
2150	1	0.006033575108
2151	1	0.006027509148
2152	1	0.006024281074
2153	1	0.006019495675
2154	1	0.00601571802
2155	1	0.006013041348
2156	1	0.006010052899
2157	1	0.006005378084
2158	1	0.006000059562
2159	1	0.005996806598
2160	1	0.005992477619
2161	1	0.005988282888
2162	1	0.005985614375
2163	1	0.005981682381
2164	1	0.005979477025
2165	1	0.005976056923
2166	1	0.005972483401
2167	1	0.005970324191
2168	1	0.00596685456
2169	1	0.005962247877
2170	1	0.005959059394
2171	1	0.005957127287
2172	1	0.00595431252
2173	1	0.005951426571
2174	1	0.005949434929
2175	1	0.005947341735
2176	1	0.005943695531
2177	1	0.005939840014
2178	1	0.005935899735
2179	1	0.00592939321
2180	1	0.005926278441
2181	1	0.00592283075
2182	1	0.00591839386
2183	1	0.005917373187
2184	1	0.005914908382
2185	1	0.005913050134
2186	1	0.005909563064
2187	1	0.005907387201
2188	1	0.005902441003
2189	1	0.005901325732
2190	1	0.005899052321
2191	1	0.005896351003
2192	1	0.005893206649
2193	1	0.005890543642
2194	1	0.005886072845
2195	1	0.005883306213
2196	1	0.005877661306
2197	1	0.005875467955
2198	1	0.005872901871
2199	1	0.005867651682
2200	1	0.005862310063
2201	1	0.005859365519
2202	1	0.005856636977
2203	1	0.005855148662
2204	1	0.005851683876
2205	1	0.005849675246
2206	1	0.005848186037
2207	1	0.005840707755
2208	1	0.005837927926
2209	1	0.005834465131
2210	1	0.005831288921
2211	1	0.005825953935
2212	1	0.005825941371
2213	1	0.005822442826
2214	1	0.005819138954
2215	1	0.005817490258
2216	1	0.005813987144
2217	1	0.005812255729
2218	1	0.005809928591
2219	1	0.005808021328
2220	1	0.005804569567
2221	1	0.005803377592
2222	1	0.005800498862
2223	1	0.005798075191
2224	1	0.005793340204
2225	1	0.005792079121
2226	1	0.005788998713
2227	1	0.00578444916
2228	1	0.00578082255
2229	1	0.005779466501
2230	1	0.005776784789
2231	1	0.005774056372
2232	1	0.005771274587
2233	1	0.005766959489
2234	1	0.005763672709
2235	1	0.005759208435
2236	1	0.005757290218
2237	1	0.005754201709
2238	1	0.005751416038
2239	1	0.005748305148
2240	1	0.005744075003
2241	1	0.005741178403
2242	1	0.005738904234
2243	1	0.005735352767
2244	1	0.005733013248
2245	1	0.005730059907
2246	1	0.005725875731
2247	1	0.005722397869
2248	1	0.005720996504
2249	1	0.005718084309
2250	1	0.005714058004
2251	1	0.005710139372
2252	1	0.005708073847
2253	1	0.005704087545
2254	1	0.005704078993
2255	1	0.005699805933
2256	1	0.005697672571
2257	1	0.005693524638
2258	1	0.005687265437
2259	1	0.005684780477
2260	1	0.005683352159
2261	1	0.005682838094
2262	1	0.005680769259
2263	1	0.005675686839
2264	1	0.005671620446
2265	1	0.005668631168
2266	1	0.005665006657
2267	1	0.005662828986
2268	1	0.005662114492
2269	1	0.005659551507
2270	1	0.005658507972
2271	1	0.005654856639
2272	1	0.005653761569
2273	1	0.005652494319
2274	1	0.00565249053
2275	1	0.005649616855
2276	1	0.005647398194
2277	1	0.005644153165
2278	1	0.005640546213
2279	1	0.005637920824
2280	1	0.005635566578
2281	1	0.005633396534
2282	1	0.00562938819
2283	1	0.005629381397
2284	1	0.005626803193
2285	1	0.005623269841
2286	1	0.005620548412
2287	1	0.00561717383
2288	1	0.005615694567
2289	1	0.005614151244
2290	1	0.00561414813
2291	1	0.005609820779
2292	1	0.005607286275
2293	1	0.005605573006
2294	1	0.005604231048
2295	1	0.005601934922
2296	1	0.005596500599
2297	1	0.005594758957
2298	1	0.005593345678
2299	1	0.005588920408
2300	1	0.005586234955
2301	1	0.005583858609
2302	1	0.005580842078
2303	1	0.005578994531
2304	1	0.005574815406
2305	1	0.005571067885
2306	1	0.005571013326
2307	1	0.005567367126
2308	1	0.005564348595
2309	1	0.005561777243
2310	1	0.005558887299
2311	1	0.005552331335
2312	1	0.005549426766
2313	1	0.00554692713
2314	1	0.005543635898
2315	1	0.00554138941
2316	1	0.005534228225
2317	1	0.005533475512
2318	1	0.005531652503
2319	1	0.005530376428
2320	1	0.005528157784
2321	1	0.005525045682
2322	1	0.005521291363
2323	1	0.005519637842
2324	1	0.005515471477
2325	1	0.005512987914
2326	1	0.005509620641
2327	1	0.005507652336
2328	1	0.005503132991
2329	1	0.005501983568
2330	1	0.005498234588
2331	1	0.005494447127
2332	1	0.005492601637
2333	1	0.005490978752
2334	1	0.005487689386
2335	1	0.005486289574
2336	1	0.005483631554
2337	1	0.005479338441
2338	1	0.005477453075
2339	1	0.005473246715
2340	1	0.005468530455
2341	1	0.005464386343
2342	1	0.005462345758
2343	1	0.005458761424
2344	1	0.00545578113
2345	1	0.005453120994
